,Key_a,title_a,brand_a,price_a,Key_b,title_b,brand_b,price_b,label,69_a,69_b,178_a,178_b,306_a,306_b,449_a,449_b,106_a,106_b,641_a,641_b,725_a,725_b,364_a,364_b,2321_a,2321_b,495_a,495_b,31_a,31_b,161_a,161_b,681_a,681_b,747_a,747_b,1830_a,1830_b,20_a,20_b,2670_a,2670_b,463_a,463_b,710_a,710_b,749_a,749_b,186_a,186_b,19_a,19_b,840_a,840_b,39_a,39_b,793_a,793_b,175_a,175_b,734_a,734_b,1344_a,1344_b,1412_a,1412_b,1454_a,1454_b,27_a,27_b,101_a,101_b,1552_a,1552_b,155_a,155_b,58_a,58_b,344_a,344_b,735_a,735_b,1073_a,1073_b,162_a,162_b,400_a,400_b,112_a,112_b,658_a,658_b,123_a,123_b,136_a,136_b,366_a,366_b,144_a,144_b,17_a,17_b,1040_a,1040_b,2061_a,2061_b,407_a,407_b,170_a,170_b,86_a,86_b,1056_a,1056_b,54_a,54_b,674_a,674_b,279_a,279_b,195_a,195_b,272_a,272_b,1343_a,1343_b,264_a,264_b,47_a,47_b,277_a,277_b,479_a,479_b,1411_a,1411_b,1923_a,1923_b,40_a,40_b,355_a,355_b,361_a,361_b,21_a,21_b,180_a,180_b,1346_a,1346_b,750_a,750_b,131_a,131_b,275_a,275_b,437_a,437_b,276_a,276_b,137_a,137_b,127_a,127_b,179_a,179_b,527_a,527_b,50_a,50_b,915_a,915_b,1889_a,1889_b,2860_a,2860_b,408_a,408_b,1441_a,1441_b,452_a,452_b,1072_a,1072_b,156_a,156_b,166_a,166_b,859_a,859_b,159_a,159_b,57_a,57_b,921_a,921_b,462_a,462_b,69_31_a,69_31_b,178_31_a,178_31_b,306_527_a,306_527_b,449_31_a,449_31_b,106_31_a,106_31_b,641_31_a,641_31_b,725_106_a,725_106_b,364_31_a,364_31_b,2321_1344_a,2321_1344_b,495_150_a,495_150_b,31_527_a,31_527_b,161_106_a,161_106_b,681_31_a,681_31_b,747_31_a,747_31_b,1830_31_a,1830_31_b,20_150_a,20_150_b,2670_527_a,2670_527_b,463_527_a,463_527_b,710_1344_a,710_1344_b,749_527_a,749_527_b,186_31_a,186_31_b,19_150_a,19_150_b,840_150_a,840_150_b,39_31_a,39_31_b,793_31_a,793_31_b,175_106_a,175_106_b,734_31_a,734_31_b,1344_527_a,1344_527_b,1412_31_a,1412_31_b,1454_31_a,1454_31_b,27_150_a,27_150_b,101_31_a,101_31_b,1552_31_a,1552_31_b,155_31_a,155_31_b,58_106_a,58_106_b,344_106_a,344_106_b,735_31_a,735_31_b,1073_31_a,1073_31_b,162_106_a,162_106_b,400_31_a,400_31_b,112_106_a,112_106_b,658_31_a,658_31_b,123_31_a,123_31_b,136_31_a,136_31_b,366_31_a,366_31_b,144_31_a,144_31_b,17_150_a,17_150_b,1040_106_a,1040_106_b,2061_31_a,2061_31_b,407_31_a,407_31_b,170_106_a,170_106_b,86_106_a,86_106_b,1056_31_a,1056_31_b,54_31_a,54_31_b,674_31_a,674_31_b,279_527_a,279_527_b,195_31_a,195_31_b,272_31_a,272_31_b,1343_527_a,1343_527_b,264_31_a,264_31_b,47_31_a,47_31_b,277_31_a,277_31_b,479_527_a,479_527_b,1411_31_a,1411_31_b,1923_527_a,1923_527_b,40_31_a,40_31_b,355_31_a,355_31_b,361_527_a,361_527_b,21_31_a,21_31_b,180_527_a,180_527_b,1346_1344_a,1346_1344_b,750_31_a,750_31_b,131_150_a,131_150_b,275_31_a,275_31_b,437_31_a,437_31_b,276_150_a,276_150_b,137_150_a,137_150_b,127_150_a,127_150_b,179_527_a,179_527_b,527_1344_a,527_1344_b,50_106_a,50_106_b,915_150_a,915_150_b,1889_527_a,1889_527_b,2860_31_a,2860_31_b,408_31_a,408_31_b,1441_527_a,1441_527_b,452_31_a,452_31_b,1072_31_a,1072_31_b,156_31_a,156_31_b,166_31_a,166_31_b,859_31_a,859_31_b,159_150_a,159_150_b,57_106_a,57_106_b,921_31_a,921_31_b,462_31_a,462_31_b,69_31_279_a,69_31_279_b,178_31_279_a,178_31_279_b,306_527_31_a,306_527_31_b,449_31_279_a,449_31_279_b,106_31_279_a,106_31_279_b,641_31_1889_a,641_31_1889_b,725_106_279_a,725_106_279_b,364_31_279_a,364_31_279_b,2321_1344_527_a,2321_1344_527_b,495_150_150_a,495_150_150_b,31_527_1346_a,31_527_1346_b,161_106_279_a,161_106_279_b,681_31_279_a,681_31_279_b,747_31_1889_a,747_31_1889_b,1830_31_279_a,1830_31_279_b,20_150_131_a,20_150_131_b,2670_527_279_a,2670_527_279_b,463_527_31_a,463_527_31_b,710_1344_710_a,710_1344_710_b,749_527_1830_a,749_527_1830_b,186_31_279_a,186_31_279_b,19_150_150_a,19_150_150_b,840_150_150_a,840_150_150_b,39_31_1889_a,39_31_1889_b,793_31_279_a,793_31_279_b,175_106_279_a,175_106_279_b,734_31_279_a,734_31_279_b,1344_527_710_a,1344_527_710_b,1412_31_279_a,1412_31_279_b,1454_31_17_a,1454_31_17_b,27_150_150_a,27_150_150_b,101_31_460_a,101_31_460_b,1552_31_279_a,1552_31_279_b,155_31_527_a,155_31_527_b,58_106_279_a,58_106_279_b,344_106_279_a,344_106_279_b,735_31_279_a,735_31_279_b,1073_31_279_a,1073_31_279_b,162_106_279_a,162_106_279_b,400_31_279_a,400_31_279_b,112_106_31_a,112_106_31_b,658_31_279_a,658_31_279_b,123_31_279_a,123_31_279_b,136_31_279_a,136_31_279_b,366_31_279_a,366_31_279_b,144_31_279_a,144_31_279_b,17_150_150_a,17_150_150_b,1040_106_279_a,1040_106_279_b,2061_31_279_a,2061_31_279_b,407_31_279_a,407_31_279_b,170_106_279_a,170_106_279_b,86_106_279_a,86_106_279_b,1056_31_460_a,1056_31_460_b,54_31_279_a,54_31_279_b,674_31_279_a,674_31_279_b,279_527_279_a,279_527_279_b,195_31_279_a,195_31_279_b,272_31_279_a,272_31_279_b,1343_527_31_a,1343_527_31_b,264_31_279_a,264_31_279_b,47_31_279_a,47_31_279_b,277_31_279_a,277_31_279_b,479_527_527_a,479_527_527_b,1411_31_527_a,1411_31_527_b,1923_527_106_a,1923_527_106_b,40_31_5869_a,40_31_5869_b,355_31_279_a,355_31_279_b,361_527_710_a,361_527_710_b,21_31_1889_a,21_31_1889_b,180_527_150_a,180_527_150_b,1346_1344_710_a,1346_1344_710_b,750_31_279_a,750_31_279_b,131_150_47_a,131_150_47_b,275_31_279_a,275_31_279_b,437_31_279_a,437_31_279_b,276_150_1830_a,276_150_1830_b,137_150_150_a,137_150_150_b,127_150_150_a,127_150_150_b,179_527_527_a,179_527_527_b,527_1344_527_a,527_1344_527_b,50_106_279_a,50_106_279_b,915_150_150_a,915_150_150_b,1889_527_527_a,1889_527_527_b,2860_31_279_a,2860_31_279_b,408_31_279_a,408_31_279_b,1441_527_527_a,1441_527_527_b,452_31_460_a,452_31_460_b,1072_31_279_a,1072_31_279_b,156_31_527_a,156_31_527_b,166_31_527_a,166_31_527_b,859_31_279_a,859_31_279_b,159_150_31_a,159_150_31_b,57_106_279_a,57_106_279_b,921_31_279_a,921_31_279_b,462_31_279_a,462_31_279_b
1114,,asics gel saga winter trail pack h5t4n 9090 purchaze,asics,,,asics tiger gel respector shadow black mens shoes h5w3l 9090,,,0,,,,,,,,,,,,,,,,,,,Japan,,video game,multinational corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,public company,,,,,,,,,,,,,,,,,,,PlayStation,,,,,,Square,,role-playing video game,,,,,,,Japan,,,,,,,,,Kenji Ito,,,sneakers,,,,,,,,,,,,,,,,,,,gamepad,,,,,,,,,,,,,,,,,,,,,,,,CD-ROM,,,,,,,,SaGa Frontier,,,,,,,,,,,,,,,,,textile industry,,,,,,,,,,Kōbe,Akitoshi Kawazu,,,,,,,,,,,,,,,,,,,,,,,,Aomori Prefecture,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type of business entity in Japan,,,,,,,,,,,,,,,,,,,video game console model,,,,,,video game developer,,video game genre,,,,,,,Nara Prefecture,,,,,,,,,pianist,,,shoe style,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,economic branch,,,,,,,,,,Hyōgo-ku,game designer,,,,,,,,,,,,,,,,,,,,,,,,Kuroishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Japan,,,,,,,,,,,,,,,,,,,,,,,,,business,,genre,,,,,,,Uda,,,,,,,,,keyboardist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,industry,,,,,,,,,,ward of Japan,designer,,,,,
1115,,gel saga,,eur 49 50,,gel lyte iii asics h6b2l 9024 everysize com,asics,,0,,,,,,Android,,,singer,,,,,,,,,,,,human,device,,,,,,,,,,,,,Symphony of Sorrow,,,,,,,,Sweden,,,,,,,,,,,,,,,,,,Sweden,,,,,,,Samsung Galaxy S II,,,,,,,,,,,,,,,,,,,Rock Against Communism,,,,,,,,,,,,,,,,,,,,,,,,,smartphone,,,,,,,,,,,,,,,,,,,,,,,Symphony of Sorrow,,female,,,,,,,,,,,,,,,,,,,,,Samsung Galaxy S series,,,,,,,,,,,,,,,,,,,,Samsung Galaxy S4,,,,,,,,,,,,,,,,,,Android Runtime,,,profession,,,,,,,,,,,,human body,,,,,,,,,,,,,,Saga,,,,,,,,Uppsala County,,,,,,,,,,,,,,,,,,Stockholm County,,,,,,,smartphone model,,,,,,,,,,,,,,,,,,,music genre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Saga,,gender identity,,,,,,,,,,,,,,,,,,,,,Samsung Galaxy S8,,,,,,,,,,,,,,,,,,,,smartphone model,,,,,,,,,,,,,,,,,,run-time system,,,job,,,,,,,,,,,,,,,,,,,,,,,,,,human,,,,,,,,Heby Municipality,,,,,,,,,,,,,,,,,,Sundbyberg Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,genre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1116,,nike f c free hypervenom 2 black mens shoes team red metallic gold 747140 006,,,,nike free train versatility nero bianco scarpe uomo,,,0,,,,,,,,,,,,,,,,,,,,,enterprise,mode of transport,,,,,,,,,,,,,,,,,"Quiksilver, Inc.",,,,,,,,,,,,,,,,,,,,joint-stock company,,,,,,,,,,,,,,,,,,,,,,Ken Block,,,,,,,,,rail transport,,,,,,,,,,,,,,,clothing,,,,,,,land vehicle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Quiksilver, Inc.",,,,,locomotive,,,,,,train service,,,,,,,,,,,,,,,,,Huntington Beach,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,type of business entity,,,,,,,,,,,,,,,,,,,,,,skateboarder,,,,,,,,,economic branch,,,,,,,,,,,,,,,type of sport,,,,,,,monorail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,profession,,,,,,,,,system,,,,,,,,,,,,,,,,,,,,,,urban rail transit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1117,,nike f c free hypervenom 2 zwart 3rd oct heren schoenen hardloopschoenen,,,,nike lunartempo 2 negro antracita zapatillas para hombre,,,0,,,,,,,,,,,,,,,English,,,,United States of America,Brazil,film,,Danielle Harris,,,,,,,,,,,,,,,,,,,oil paint,,,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Richard Donner,,,,,,,,,,drama film,portrait,,,,,,Brazil,O. Nicholas Brown,,,,,,,,Basil Poledouris,,,,,,,,,,,,Regency Enterprises,,,,,,,,,,,,,,,,,,,,,,,,,negro,,,Warner Bros. Family Entertainment,,,,,,,,,Museu Paulista,,,,,,,,,,,,,,,,,,,,,,,,,Free Willy 2: The Adventure Home,,Genesis Award,,,,,,Simon Wincer,,,,color,,,,,,,,,,,,,,,,modern language,,,,Georgia,Alagoano,credit,,photographer,,,,,,,,,,,,,,,,,,,painting material,,,Klickitat County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film producer,,,,,,,,,,film genre,art genre,,,,,,Tocantins,,,,,,,,,musician,,,,,,,,,,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,perianth,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film,,award,,,,,,film producer,,,,color scheme,,,,,,,,,,,,,,,,human language,,,,Worth County,Pindoba,,,visual artist,,,,,,,,,,,,,,,,,,,,,,Goldendale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,media professional,,,,,,,,,,art genre,genre,,,,,,Crixás do Tocantins,,,,,,,,,performing artist,,,,,,,,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trailer,,class of award,,,,,,producer,,,,color,
1118,,nike f c free hypervenom 2 nero scarpe uomo 3rd oct,,,,nike f c roshe tiempo vi nero scarpe uomo,,,0,,,,,,,,,,,basketball,,,,,Spanish,,,,Argentina,sculpture,film,,Mirtha Legrand,,,,,,,,,,,,,,,,,steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis César Amadori,,Antonio Merayo,,,,,,,,,,,,,,,public art,drama film,,,,,United States of America,,,,,,,,Los Carpinteros,,,Juan Ehlert,,,,,,,,,Indianapolis Museum of Art,,,Argentina Sono Film S.A.C.I.,,,,,,,,,,,,,,,,,,,,,,,basketball court,,,,,,Indianapolis,,,,,,Indianapolis Museum of Art,,,,Indianapolis Museum of Art,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luis César Amadori,,,,black-and-white,,,,,,,,,,,type of sport,,,,,modern language,,,,Formosa Province,,credit,,film actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film director,,photographer,,,,,,,,,,,,,,,art genre,film genre,,,,,Mississippi,,,,,,,,painter,,,composer,,,,,,,,,art museum,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Williams Creek,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,painter,,,,color,,,,,,,,,,,sport,,,,,human language,,,,Departamento Matacos,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,,visual artist,,,,,,,,,,,,,,,genre,art genre,,,,,Forrest County,,,,,,,,,,,musician,,,,,,,,,museum of culture,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,absorbed or reflected object light
1119,,gel kayano trainer evo chameleoid pack asics hn6d0 8873 everysize com,asics,,,sneakers buty asics gel lyte iii black chili h6b2l 9024 bludshop com,,,0,,,NetherRealm Studios,,,,,,,,,,,,,Italian,,,United States of America,Italy,product bundling,film,,Haruhiko Yamanouchi,,,,,,,,,,,,,,,,,,,,,,Rome,,,,,,,,,,,,,,,,,,,,,,,,Luca Verdone,,Danilo Desideri,,,,,,Mario Cecchi Gori,Xbox One,,,,,,Warner Bros. Interactive Entertainment,,,comedy film,,,,,,,,Antonio Siciliano,,,,,,,,Pino Donaggio,,,,,,,,,,,,Cecchi Gori Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,Columbia Pictures,,,,,digital distribution,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Luca Verdone,,,,color,,,video game developer,,,,,,,,,,,,,modern language,,,Pennsylvania,Marche,,trailer,,film actor,,,,,,,,,,,,,,,,,,,,,,municipio I,,,,,,,,,,,,,,,,,,,,,,,,actor,,cinematographer,,,,,,entrepreneur,video game console model,,,,,,video game developer,,,film genre,,,,,,,,film editor,,,,,,,,recording artist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film production company,,,,,online store,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film director,,,,cinematic technique,,,organization,,,,,,,,,,,,,human language,,,Cumberland County,Province of Fermo,,,,actor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,artist,,artist,,,,,,businessperson,,,,,,,organization,,,art genre,,,,,,,,,,,,,,,,musician,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,production company,,,,,virtual business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,,,,technology
1120,,sneakers buty asics gel kayano trainer evo gecko green guava hn6d0 8873 bludshop com,,,,gel kayano trainer evo,,44 50 eur,0,,,,,,,,,,,,,,,English,,,,United States of America,,film,metro station,Mary McDonnell,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,fails the Bechdel Test,,,,Walter F. Parkes,,John Lindley,,,,,,Walter F. Parkes,,,,,,,,,,comedy film,,,,,,,Italy,Tom Rolf,,,,,,,,James Horner,,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal Studios,,,Rome,,,,,,,,ATAC,,ATAC,,,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,,,Phil Alden Robinson,,computing,,color,,,,,,,,,,,,,,,,natural language,,,,Kentucky,,title sequence,,television producer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quality,,,,film editor,,film producer,,,,,,film producer,,,,,,,,,,thriller genre,,,,,,,Apulia,film editor,,,,,,,,orchestrator,,,,,,,,,,,,film studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,film studio,,,municipio XII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film director,,academic discipline,,cinematic technique,,,,,,,,,,,,,,,,human language,,,,Simpson County,,,,media professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,property,,,,,,media professional,,,,,,producer,,,,,,,,,,thriller,,,,,,,Province of Taranto,,,,,,,,,,,,,,,,,,,,,media studio facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,media studio facility,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,,specialty,,technology,
1121,,sneakers buty asics gel kayano trainer evo gecko green guava hn6d0 8873 bludshop com,,,,asics tiger gel kayano trainer evo nero,,,0,,,,,,,,,,,,,,,English,,,,United States of America,,film,taxon,James Earl Jones,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,fails the Bechdel Test,,,,Lawrence Lasker,,John Lindley,,,,,,Lawrence Lasker,,,,,,,,,,comedy film,,,,,,,,Tom Rolf,,,,,,,,James Horner,,,,,,,,,Felidae,,,Universal Studios,,,Small Brockhaus and Efron Encyclopedic Dictionary,,,,,,,,,,,,,,,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,,,Phil Alden Robinson,,computing,,color,,,,,,,,,,,,,,,,modern language,,,,Ohio,,credit,,businessperson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quality,,,,film director,,film producer,,,,,,screenwriter,,,,,,,,,,crime fiction,,,,,,,,film editor,,,,,,,,orchestrator,,,,,,,,,,,,film studio,,,"Brockhaus and Efron Encyclopedic Dictionary. Volume VIII, 1892",,,,,,,,,,,,,,,,,,,,,,,,,film studio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film director,,academic discipline,,color scheme,,,,,,,,,,,,,,,,human language,,,,Vinton County,,,,professional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,property,,,,director,,producer,,,,,,writer,,,,,,,,,,fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,media studio facility,,,"version, edition, or translation",,,,,,,,,,,,,,,,,,,,,,,,,media enterprise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,,specialty,,color,
1122,,sneakers buty nike roshe one black 511881 026 bludshop com,,,,roshe one nike 511881 405 everysize com,nike,,0,,,,,,,,,,,,,,,English,,,,United States of America,,film,automobile model,Bodhi Elfman,,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,European Car of the Year,,,,,,,,,,,,,,,fails the Bechdel Test,,,Peugeot 404,Lawrence Lasker,,John Lindley,,,,,,Walter F. Parkes,,,,,,,,,,drama film,,,,,,,,Tom Rolf,,,,,,,,James Horner,,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,,,family car,,,,,San Francisco,,,,,,,,,,,,,,,Peugeot 406,,,,,,,Phil Alden Robinson,,computing,,color,,,,,,,,,,,,,,,,natural language,,,,Michigan,,credit,,singer-songwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,award,,,,,,,,,,,,,,,quality,,,automobile model,screenwriter,,film producer,,,,,,film editor,,,,,,,,,,thriller genre,,,,,,,,film editor,,,,,,,,musician,,,,,,,,,,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,automobile model,,,,,,,screenwriter,,academic discipline,,color scheme,,,,,,,,,,,,,,,,human language,,,,Cass County,,,,songwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,bounty,,,,,,,,,,,,,,,property,,,,writer,,producer,,,,,,,,,,,,,,,,thriller,,,,,,,,,,,,,,,,performing artist,,,,,,,,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,writer,,specialty,,color,
1123,,sneakers buty nike roshe one black 511881 026 bludshop com,,,,nike wmns roshe one black white dark grey 844994 002 bludshop com,,,0,,University of Brighton,,,,,,,,children's writer,,,,,English,,,,United States of America,,film,human,James Earl Jones,,,,,,,,,,,,,,,,,,,,,South Wales,San Francisco,,,,,,,,,Grey,,,,English,,,,United Kingdom,,,fails the Bechdel Test,,,,Phil Alden Robinson,,John Lindley,,,,,,Lawrence Lasker,,,,,,,,,,comedy thriller,,,,,,,,Tom Rolf,,,,,,,,James Horner,,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,Kate Greenaway Medal,,,,,,,,,,female,,,,,Universal Studios,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,,,,Kate Greenaway Medal,,,,,Phil Alden Robinson,,computing,,color,,,university,,,,,,,,profession,,,,,modern language,,,,South Dakota,,film frame,human body,screenwriter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,family name,,,,natural language,,,,Wales,,,quality,,,,film director,,cinematographer,,,,,,film producer,,,,,,,,,,theatrical genre,,,,,,,,film editor,,,,,,,,conductor,,,,,,,,,,,,film studio,,,,,,,,,,,,,literary award,,,,,,,,,,gender identity,,,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,award,,,,,film director,,academic discipline,,color scheme,,,academic institution,,,,,,,,job,,,,,human language,,,,Jackson County,,,,writer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,anthroponym,,,,human language,,,,Carmarthenshire,,,property,,,,director,,camera operator,,,,,,media professional,,,,,,,,,,literary genre,,,,,,,,,,,,,,,,music director,,,,,,,,,,,,media enterprise,,,,,,,,,,,,,,,,,,,,,,,sex of humans,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,class of award,,,,,director,,specialty,,color,
1124,,sneakers buty nike roshe one black 511881 026 bludshop com,,,,wmns roshe two nike 844931 002 everysize com,nike,,0,,,,,,,,,,,,,,,English,English,,,United States of America,United Kingdom,film,film,Mary McDonnell,Nyree Dawn Porter,,,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,fails the Bechdel Test,,,,Lawrence Lasker,,John Lindley,,,,,,Lawrence Lasker,,,,,,,,,,action film,comedy-drama,,,,,,,Tom Rolf,,,,,,,,James Horner,Phil Green,,,,,,,,,,,Universal Studios,,,,,,,,,,,,,,,,,,,,,,,,,,,,Universal Studios,British Lion Films,,,,,,,,,,,,,,,,,,,San Francisco,,,,,,,,,,,,,,,,,,,,,,Phil Alden Robinson,Roy Ward Baker,computing,,color,,,,,,,,,,,,,,,,language,language,,,South Dakota,England,film frame,film frame,ufologist,film director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,quality,,,,film editor,,cinematographer,,,,,,film producer,,,,,,,,,,comedic genre,film genre,,,,,,,film editor,,,,,,,,conductor,composer,,,,,,,,,,,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,film studio,film production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,film director,film producer,academic discipline,,color scheme,,,,,,,,,,,,,,,,,,,,Edmunds County,East of England,,,,director,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,property,,,,,,camera operator,,,,,,media professional,,,,,,,,,,genre,art genre,,,,,,,,,,,,,,,music director,musician,,,,,,,,,,,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,media enterprise,production company,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,director,media professional,specialty,,color,
1125,,nike sportswear air force 1 mid 07 obsidian mens shoes gum light brown 315123 408,,,,nike air force 1 low wb hellbraun aa4061 200 purchaze,nike,,0,,,,,,,,,,,,,,,,,,,,,preserved county of Wales,aircraft model,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,flight training,,,United Kingdom,,,,,,,,,,,,,,,,,,,land-based aircraft,,,,,,,,,Powys,,,,,,,,,,,,,,,,,,,,,,,,Wales,,,,,,,,,Ala Littoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,county,,,,,,,,,,,,,,,,,,,,,,,,Carmarthenshire,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,organization,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Highland,,,,,,,,,,,,,,,,,,,,,,,,,,,,administrative territorial entity,,,,,,,,,,,,,,,,,,,,,,,,City and County of Swansea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
