,Key_a,title_a,brand_a,price_a,Key_b,title_b,brand_b,price_b,label
438,"[5333040, 1468980, 1203752, 82268, 1938771, 212473, 3262992, 543462, 4370354]",puma evospeed sl fg lava blanco eclipse total botas de futbol terrenos firmes,,,"[5333040, 1468980, 1203752, 82268, 1938771, 212473, 3262992, 543462, 4370354]",puma evospeed sl fg lave blanc eclipse totale chaussures homme terrain sec,,,1
439,"[157064, 794586, 17493275, 2628556, 12257149, 1069901, 358868, 586918]",puma evospeed sl s ii fg nero bianco rosso scarpe uomo terreni compatti,,,"[157064, 794586, 17493275, 2628556, 12257149, 1069901, 358868, 586918]",puma evospeed sl s ii fg noir blanc rouge chaussures pour homme terrain sec,,,1
440,"[357030, 1571727, 3534957, 3280741, 3153422, 2976267, 3677948, 2643954, 5026612]",asics gel gt 2000 3 chaussures course homme couleur bleu t500n 4207 anima sportiva sport boutique,asics,,"[357030, 1571727, 3534957, 3280741, 3153422, 2976267, 3677948, 2643954, 5026612]",asics gel gt 2000 3 zapatillas running hombre color azul t500n 4207 equipamiento deportivo y casual,asics,,1
441,"[64150233, 3264361, 3206468, 6117237, 837214, 17079909, 3040383, 244878, 6692959]",nike wmns air force 1 low upstep br white 833123 100 bludshop com,,,"[64150233, 3264361, 3206468, 6117237, 837214, 17079909, 3040383, 244878, 6692959]",wmns air force 1 low upstep br,,54 50 eur,1
442,"[989425, 724698, 663601, 2702745, 55081, 444309, 264048, 240843, 16354845]",nike sportswear air max 90 ultra moire czarny m skie obuwie,,,"[989425, 724698, 663601, 2702745, 55081, 444309, 264048, 240843, 16354845]",nike sportswear air max 90 ultra moire negro zapatillas para hombre deportivas,,,1
443,"[5643323, 5277225, 21061239, 5643313, 5643311, 5643305, 1747150, 147734, 2424050]",concave halo microfibre fg blanc rose chaussures pour homme terrain sec,,,"[5643323, 5277225, 21061239, 5643313, 5643311, 5643305, 1747150, 147734, 2424050]",concave halo microfibre fg white pink mens soccer cleats firm ground,,,1
444,"[17493275, 2628556, 157064, 1069901, 12257149, 794586, 325718, 358868, 16255655]",puma king allround tf nero bianco oro scarpe calcio campi sintetici,,,"[17493275, 2628556, 157064, 1069901, 12257149, 794586, 325718, 358868, 16255655]",puma king allround tt black white team gold mens soccer cleats turf trainer 17011901,,,1
445,"[483915, 165023, 60517466, 448969, 5262520, 1990165, 3341498, 7034804, 1990127]",nike hypervenom phatal ii df fg volt noir hyper turquoise chaussures pour homme terrain sec,,,"[483915, 165023, 60517466, 448969, 5262520, 1990165, 3341498, 7034804, 1990127]",nike hypervenom phatal ii fg dynamic fit the soccer factory,,,1
446,"[10264518, 2020857, 42350513, 1991104, 970734, 739125, 64835061, 1778959, 30326193]",puma evotouch pro fg noir blanc jaune chaussures pour homme terrain sec,,,"[10264518, 2020857, 42350513, 1991104, 970734, 739125, 64835061, 1778959, 30326193]",puma evotouch pro fg the soccer factory,,,1
447,"[483915, 165023, 60517466, 4093664, 3341498, 7034804, 448969, 5262520, 1990165]",nike hypervenom phelon ii fg platine noir vert chaussures pour homme terrain sec,,,"[483915, 165023, 60517466, 4093664, 3341498, 7034804, 448969, 5262520, 1990165]",nike hypervenom phelon ii fg platino puro nero verde scarpe uomo terreni compatti,,,1
448,"[2287369, 521576, 64709945, 20109545, 56736460, 638165, 13572, 161945, 19912779]",therm a rest neoair torrent air pump fr,,,"[2287369, 521576, 64709945, 20109545, 56736460, 638165, 13572, 161945, 19912779]",therm a rest neoair torrent air pump se,,,1
449,"[3640749, 312078, 432319, 17232842, 6761758, 7516013, 2212127, 142908, 41076]",nike air zoom mariah flyknit racer 917658 002 sneakers for women upclassics,nike,,"[3640749, 312078, 432319, 17232842, 6761758, 7516013, 2212127, 142908, 41076]",nike sportswear womens air zoom mariah flyknit racer prm black shoes fk white 917658 002,,,1
450,"[6117237, 7537405, 909731, 860732, 451272, 18889247, 837214, 17079909, 7655597]",air jordans 11 retro low white black concord for sale 2017 jordan shoes,,,"[6117237, 7537405, 909731, 860732, 451272, 18889247, 837214, 17079909, 7655597]",for sale air jordan 11 retro low white black concord online 2014 new jordans 2015,,,1
451,"[140944, 455292, 83382, 15284489, 5389984, 876182, 241504, 5368216, 3281068]",asics gel lyte iii ns szary 479 99 pln sneakersy h715n9097,asics,,"[140944, 455292, 83382, 15284489, 5389984, 876182, 241504, 5368216, 3281068]",gel lyte iii ns sites asics eu site tiger,,,1
452,"[22101577, 21083327, 21982966, 22160010, 27074321, 23673809, 26922709, 23928147, 26255248]",nike flex 2016 run nero bianco grigio scarpe uomo,,,"[22101577, 21083327, 21982966, 22160010, 27074321, 23673809, 26922709, 23928147, 26255248]",nike sneaker flex 2016 rn tudo para futebol,,,1
453,"[62097041, 255722, 59099529, 476543, 59099640, 1094136, 276854, 1956232, 26377563]",nike kids mercurial vapor x fg squadron blue black volt youths soccer shoes firm ground,,,"[62097041, 255722, 59099529, 476543, 59099640, 1094136, 276854, 1956232, 26377563]",nike mercurial vapor x fg enfant bleu noir volt chaussures terrain sec,,,1
454,"[468697, 4080475, 3453198, 1508815, 7379480, 1570535, 4003728, 7379520, 3358558]",nike sportswear roshe run azul marino negro blanco zapatillas para hombre deportivas,,,"[468697, 4080475, 3453198, 1508815, 7379480, 1570535, 4003728, 7379520, 3358558]",nike sportswear roshe run midnight navy zwart wit heren schoenen kleding,,,1
455,"[3276915, 50682532, 42906243, 15634798, 7801018, 15753564, 9198364, 967138, 502005]",nike tiempo genio ii cuir tf blanc noir orange total chaussures pour homme terrain synthetique,,,"[3276915, 50682532, 42906243, 15634798, 7801018, 15753564, 9198364, 967138, 502005]",nike tiempo genio ii pelle tf bianco nero arancione totale scarpe uomo campi sintetici,,,1
456,"[6517221, 6517201, 54807265, 48741202, 27062798, 13748927, 2358400, 15199106, 950355]",nike tiempo legacy ii fg nero bianco arancione hyper volt scarpe uomo terreni copmpatti,,,"[6517221, 6517201, 54807265, 48741202, 27062798, 13748927, 2358400, 15199106, 950355]",nike tiempo legacy ii fg noir blanc hyper orange volt chaussures de football pour homme terrain sec i pro direct soccer,,,1
457,"[66068007, 65399294, 61934889, 61934925, 65390558, 61980470, 64806217, 3047406, 64790128]",nike hypervenom phelon fg man soccer shoes colour white 749896 108 athletic footwear apparel and sports equipment,nike,,"[66068007, 65399294, 61934889, 61934925, 65390558, 61980470, 64806217, 3047406, 64790128]",nike hypervenom phelon ii fg blanco negro naranja total volt botas de futbol,,,1
458,"[280531, 16278716, 31891391, 3025946, 233588, 52028, 3024312, 6735194, 7876343]",asics tiger gel mai h703n 4590 sneakers for men upclassics,asics,,"[280531, 16278716, 31891391, 3025946, 233588, 52028, 3024312, 6735194, 7876343]",gel mai men s sneakers asics tiger,,,1
459,"[3341498, 483915, 165023, 60517466, 332524, 1929539, 7034804, 69633312, 1990127]",nike junior mercurial victory v sg cremise acceso violetto persiano nero scarpe da calcio terreni morbidi,,,"[3341498, 483915, 165023, 60517466, 332524, 1929539, 7034804, 69633312, 1990127]",nike junior mercurial victory v sg rouge vif violet persan noir chaussures de football terrain gras enfant,,,1
460,"[62097041, 59099529, 59099640, 255722, 1094136, 26377563, 1956232, 276854, 26377558]",nike mercurial vapor xi cr7 fg the soccer factory,,,"[62097041, 59099529, 59099640, 255722, 1094136, 26377563, 1956232, 276854, 26377558]",nike mercurial vapor xi ronaldo fg verde volt hasta bianco scarpe uomo terreni compatti,,,1
461,"[476543, 532200, 4010340, 27230377, 11321408, 3483118, 56736359, 16457556, 11321409]",nike mercurial veloce ii cuir fg noir hyper rose leather chaussures de football homme terrain sec,,,"[476543, 532200, 4010340, 27230377, 11321408, 3483118, 56736359, 16457556, 11321409]",nike mercurial veloce ii pelle fg nero rosa hyper scarpe calcio uomo,,,1
462,"[483915, 165023, 60517466, 5262520, 1990165, 7034804, 3341498, 4093664, 1990127]",nike md runner 2 bg buty obuwie sportowe darmowa dostawa sizeer,,,"[483915, 165023, 60517466, 5262520, 1990165, 7034804, 3341498, 4093664, 1990127]",nike md runner 2 bg nowo ci 2017 sklep sizeer,,,1
463,"[5262520, 1990165, 3341498, 90007, 1990127, 483915, 165023, 60517466, 4093664]",nike lunartempo 2 black anthracite mens shoes 818097 001,,,"[5262520, 1990165, 3341498, 90007, 1990127, 483915, 165023, 60517466, 4093664]",nike lunartempo 2 neroantracide scarpe uomo,,,1
464,"[19842954, 6982606, 38428702, 868531, 2544069, 889516, 3824951, 680594, 21646713]",keen harvest mj midnight navy ch fr,,,"[19842954, 6982606, 38428702, 868531, 2544069, 889516, 3824951, 680594, 21646713]",keen harvest mj midnight navy ie,,,1
465,"[129265, 7933208, 7933205, 6715760, 69633312, 332524, 274802, 1929539, 66659571]",nike junior mercurial victory v fg bright crimson violet zwart voetbalschoenen ferme grond kinderen,,,"[129265, 7933208, 7933205, 6715760, 69633312, 332524, 274802, 1929539, 66659571]",nike junior mercurial victory v fg rouge vif violet persan noir chaussures de football terrain sec enfant,,,1
466,"[4003703, 1213379, 19363595, 7995389, 4019544, 11460, 7994591, 8031330, 16202837]",classic polo women s chiffon trim vest in white linen from crew clothing,crew clothing,,"[4003703, 1213379, 19363595, 7995389, 4019544, 11460, 7994591, 8031330, 16202837]",classic polo women s essential breton tee in white linen navy stripe from crew clothing,crew clothing,,1
467,"[15087581, 3431726, 2708202, 3640749, 3130903, 2212127, 142908, 312078, 432319]",nike dualtone racer dunkelblau weiss 918227 400 purchaze,nike,,"[15087581, 3431726, 2708202, 3640749, 3130903, 2212127, 142908, 312078, 432319]",nike sportswear dualtone racer midnight navy mens shoes 918227 400,,,1
468,"[66740727, 66740723, 66740726, 61993032, 563723, 100050, 7559319, 1416101, 8563186]",nike hypervenomx finale tf blanco negro verde zapatillas de futbol cesped sintetico,,,"[66740727, 66740723, 66740726, 61993032, 563723, 100050, 7559319, 1416101, 8563186]",nike hypvernomx finale tf bianco nero verde glow scarpe uomo campi sintetici,,,1
469,"[15111541, 7180534, 4297094, 3815697, 570180, 2291188, 2206176, 2184164, 2709426]",nike hypervenom phantom ii fg carmin obsidienne violet chaussures de football pour homme terrain sec,,,"[15111541, 7180534, 4297094, 3815697, 570180, 2291188, 2206176, 2184164, 2709426]",nike hypervenom phantom ii fg cremise total ossidiana viola vivido scarpe uomo terreni compatti,,,1
470,"[7034804, 4093664, 90007, 5262520, 3341498, 1990165, 483915, 165023, 60517466]",nike stefan janoski max darmowa dostawa do domu sklep sizeer,,,"[7034804, 4093664, 90007, 5262520, 3341498, 1990165, 483915, 165023, 60517466]",nike stefan janoski max nowo ci 2017 sklep sizeer,,,1
471,"[140944, 83382, 64693905, 64681118, 241504, 21135787, 5368216, 66043553, 28559641]",asics gel lyte iii granite pack h6b2l 9024 purchaze,asics,,"[140944, 83382, 64693905, 64681118, 241504, 21135787, 5368216, 66043553, 28559641]",sneakers buty asics gel lyte iii black chili h6b2l 9024 bludshop com,,,1
472,"[1756022, 638792, 28748052, 5282340, 113962, 7241536, 2544069, 38428702, 868531]",keen presidio black au,,,"[1756022, 638792, 28748052, 5282340, 113962, 7241536, 2544069, 38428702, 868531]",keen presidio black se,,,1
473,"[7575522, 8857601, 3546127, 3196377, 7575455, 12069787, 108006, 2308427, 10265026]",nike zoom speed trainer men s training shoes black white clearance footwear,baseball monkey,usd 84 98,"[7575522, 8857601, 3546127, 3196377, 7575455, 12069787, 108006, 2308427, 10265026]",nike zoom speed trainer men s training shoes black white running and,baseball monkey,usd 84 98,1
474,"[1990165, 3341498, 483915, 165023, 60517466, 5262520, 4093664, 1990127, 90007]",nike magistax proximo in bleu volt noir chaussures pour homme indoor,,,"[1990165, 3341498, 483915, 165023, 60517466, 5262520, 4093664, 1990127, 90007]",nike magistax proximo ic azul racer volt negro zapatillas de futbol,,,1
475,"[2415656, 886286, 30315607, 17031641, 2415569, 4220731, 231682, 539794, 17182579]",nike air max thea ultra fk 881175 002 sneakers for women upclassics,nike,,"[2415656, 886286, 30315607, 17031641, 2415569, 4220731, 231682, 539794, 17182579]",nike sportswear womens air max thea ultra flyknit pure platinum shoes 881175 002,,,1
476,"[19363454, 676435, 191965, 30327528, 9390177, 8069479, 204, 33101548, 937783]",air max zero nike 857661 400 everysize com,nike,,"[19363454, 676435, 191965, 30327528, 9390177, 8069479, 204, 33101548, 937783]",nike sportswear womens air max zero glacier blue shoes black ivory palm green 857661 400,,,1
477,"[20715671, 458852, 5467424, 11402, 5447900, 1084614, 990119, 4642508, 1411913]",under armour clutchfit force 2 0 fg nero graffite giallo high vis scarpe uomo terreni compatti,,,"[20715671, 458852, 5467424, 11402, 5447900, 1084614, 990119, 4642508, 1411913]",under armour clutchfit force 2 0 fg noir graphite jaune chaussures pour homme terrain sec,,,1
478,"[5597431, 19959652, 2612221, 694545, 3007027, 1544618, 3063966, 11942165, 7638310]",nike zoom speed trainer men s training shoes green black white clearance footwear,baseball monkey,usd 84 98,"[5597431, 19959652, 2612221, 694545, 3007027, 1544618, 3063966, 11942165, 7638310]",nike zoom speed trainer men s training shoes green black white running and,baseball monkey,usd 84 98,1
479,"[7859550, 1308592, 16240051, 60737667, 4546098, 376294, 6509481, 2859057, 4546190]",nike bruin lite txt baskets femme couleur 578364 100 anima sportiva sport boutique,nike,,"[7859550, 1308592, 16240051, 60737667, 4546098, 376294, 6509481, 2859057, 4546190]",nike bruin lite txt damen freizeit schuhe farbe 578364 100 der online shop f r deine sportbekleidung,nike,,1
480,"[38685497, 18401829, 3087281, 2635791, 2467627, 15295479, 45650, 67920847, 56695630]",nike free 5 0 men s training shoes platinum wolf gray clear clearance footwear,baseball monkey,93 98 usd,"[38685497, 18401829, 3087281, 2635791, 2467627, 15295479, 45650, 67920847, 56695630]",nike free 5 0 men s training shoes platinum wolf gray clear running and,baseball monkey,93 98 usd,1
481,"[17493275, 2628556, 157064, 794586, 12257149, 1069901, 325718, 586918, 358868]",puma king top k di fg negro blanco dorado botas de futbol,,,"[17493275, 2628556, 157064, 794586, 12257149, 1069901, 325718, 586918, 358868]",puma king top k di fg zwart wit goud ferme grond heren voetbalschoenen,,,1
482,"[4785158, 1635046, 3177775, 10942435, 59977145, 829143, 56241211, 2937198, 24282630]",patagonia r3 wool lined split toe booties black ca,,,"[4785158, 1635046, 3177775, 10942435, 59977145, 829143, 56241211, 2937198, 24282630]",patagonia r3 wool lined split toe booties black nl,,,1
483,"[1284125, 606333, 1882159, 425884, 16977627, 5207998, 5207996, 1156945, 3788797]",air jordans 9 retro medium grey cool white for sale 2017 jordan shoes,,,"[1284125, 606333, 1882159, 425884, 16977627, 5207998, 5207996, 1156945, 3788797]",air jordans 9 retro medium grey cool white for sale cheap kd,,,1
484,"[4414741, 10264518, 1574027, 7369604, 42350513, 3334433, 2020857, 15729835, 5321274]",nike womens pro rival bra white black clothing,,,"[4414741, 10264518, 1574027, 7369604, 42350513, 3334433, 2020857, 15729835, 5321274]",reggiseno nike pro rival biancot nero abbigliamento donna bianco,,,1
485,"[3276915, 50682532, 42906243, 15634798, 6517221, 6517201, 54807265, 48741202, 27062798]",nike tiempo legacy ii sg platino puro nero arancione hyper scarpe uomo terreni morbidi,,,"[3276915, 50682532, 42906243, 15634798, 6517221, 6517201, 54807265, 48741202, 27062798]",nike tiempo legacy ii sg pro fu ballschuhe stollen farbe wei 819716 001 der online shop f r deine sportbekleidung,nike,,1
486,"[5262520, 1990165, 483915, 165023, 60517466, 1990127, 3341498, 90007, 7034804]",nike lunar force 1 duckboot medium olive 805899 201 purchaze,nike,,"[5262520, 1990165, 483915, 165023, 60517466, 1990127, 3341498, 90007, 7034804]",nike sportswear lunar force 1 duckboot medium olive mens shoes 805899 201,,,1
487,"[327247, 29819092, 4923681, 3429263, 2905630, 881024, 2609125, 5959139, 16765311]",gel blade 5 men chaussures de squash badminton pour hommes asics,,,"[327247, 29819092, 4923681, 3429263, 2905630, 881024, 2609125, 5959139, 16765311]",gel blade 5 men zapatillas de squash y b dminton para hombre asics,,,1
488,"[1466199, 42408008, 4992154, 20181684, 460235, 18667331, 555818, 25446921, 19905454]",nike magista opus fg hyper uva plateado metalizado verde fantasma botas de futbol terrenos firmes,,,"[1466199, 42408008, 4992154, 20181684, 460235, 18667331, 555818, 25446921, 19905454]",nike magista opus fg violet argent vert chaussures pour homme terrain sec,,,1
489,"[1466541, 49266, 56736084, 429561, 16170910, 374200, 115433, 6167295, 15706242]",keen wichita black drizzle au,,,"[1466541, 49266, 56736084, 429561, 16170910, 374200, 115433, 6167295, 15706242]",keen wichita black drizzle es,,,1
490,"[981342, 37425, 7931489, 2410922, 1094852, 3818814, 16227297, 2151877, 2498709]",fersea knee high riding boots salvatore ferragamo shopbop,,,"[981342, 37425, 7931489, 2410922, 1094852, 3818814, 16227297, 2151877, 2498709]",fersea knee high riding boots salvatore ferragamo shopbop save up to 30 use code more17,,,1
491,"[407275, 407448, 20646860, 862245, 68828046, 4115844, 406704, 405497, 318452]",nike air vibenna prem buty obuwie sportowe m skie darmowa dostawa sizeer,,,"[407275, 407448, 20646860, 862245, 68828046, 4115844, 406704, 405497, 318452]",nike air vibenna prem m skie darmowa dostawa do domu sklep sizeer,,,1
492,"[483915, 165023, 60517466, 5262520, 3341498, 448969, 7034804, 1990127, 90007]",nike hypervenomx proximo ic volt negro zapatillas de futbol,,,"[483915, 165023, 60517466, 5262520, 3341498, 448969, 7034804, 1990127, 90007]",nike hypervenomx proximo ic volt nero scarpe uomo campi coperti,,,1
493,[327247],asics fuze x czarny bia y onyx m skie buty obuwie sportowe,,,[327247],asics fuze x nero bianco onice scarpe uomo,,,1
494,"[1743564, 6816187, 4305922, 25206927, 1193221, 28791051, 16364259, 1214977, 55439830]",gt 2000 5 lite show men road running asics,,,"[1743564, 6816187, 4305922, 25206927, 1193221, 28791051, 16364259, 1214977, 55439830]",gt 2000 5 lite show men s road running shoes asics,,,1
495,"[4927128, 4442449, 15042714, 20974206, 937830, 7606076, 14950459, 7606178, 538823]",nike sb stefan janoski white wolf grey,,,"[4927128, 4442449, 15042714, 20974206, 937830, 7606076, 14950459, 7606178, 538823]",zoom stefan janoski l,,eur 85 00,1
496,"[17466708, 3546127, 164822, 7575522, 7575455, 3966455, 56736091, 8857601, 7575500]",puma speed 1000 s ignite azul rojo blanco zapatillas para hombre,,,"[17466708, 3546127, 164822, 7575522, 7575455, 3966455, 56736091, 8857601, 7575500]",puma speed 1000 s ignite quarry bleu atomique blanc chaussures pour homme,,,1
497,"[644994, 3895, 357030, 5986604, 3147747, 3339863, 60745622, 20087452, 1191288]",adidas icon 3 men s mid trainer shoes black white onix new items,baseball monkey,usd 89 99,"[644994, 3895, 357030, 5986604, 3147747, 3339863, 60745622, 20087452, 1191288]",adidas icon 3 men s mid trainer shoes black white onix running and training,baseball monkey,usd 89 99,1
498,"[5262520, 483915, 165023, 60517466, 2636924, 2630106, 90007, 3341498, 1990165]",lunar caldra nike 803879 414 everysize com,nike,,"[5262520, 483915, 165023, 60517466, 2636924, 2630106, 90007, 3341498, 1990165]",nike lunar caldra obsidienne blanc bleu chaussures pour homme,,,1
499,"[100050, 1416101, 8563186, 270737, 42802162, 27681327, 7733954, 1004299, 532200]",nike hypervenomx finale tf volt negro hyper turquesa zapatillas de futbol,,,"[100050, 1416101, 8563186, 270737, 42802162, 27681327, 7733954, 1004299, 532200]",nike hypervenomx finale tf volt noir hyper turquoise chaussures pour homme terrain synthetique,,,1
500,"[357030, 3534957, 3153422, 12782095, 1070350, 3114061, 1571727, 2947854, 5026612]",asics womens gt 2000 5 black onyx white shoes t757n 9099,,,"[357030, 3534957, 3153422, 12782095, 1070350, 3114061, 1571727, 2947854, 5026612]",scarpa da corsa strada gt 2000 5 donna women s road running shoes asics,,,1
501,"[4039697, 772682, 1166152, 1166150, 6865038, 28951, 18668246, 18781688, 858079]",fjallraven g 1000 cap dark grey ch de,,,"[4039697, 772682, 1166152, 1166150, 6865038, 28951, 18668246, 18781688, 858079]",fjallraven g 1000 cap dark grey pl,,,1
502,"[157064, 17493275, 2628556, 29819549, 1750952, 810280, 1069901, 5499752, 4867628]",puma basket platform patent wn s darmowa dostawa do domu sklep sizeer,,,"[157064, 17493275, 2628556, 29819549, 1750952, 810280, 1069901, 5499752, 4867628]",puma basket platform patent wn s nowo ci 2017 sklep sizeer,,,1
503,"[17493275, 2628556, 157064, 794586, 1069901, 12257149, 358868, 586918]",puma evospeed 1 4 fg laca blanco eclipse total botas de futbol terrenos firmes,,,"[17493275, 2628556, 157064, 794586, 1069901, 12257149, 358868, 586918]",puma evospeed 1 4 fg lava blast bianco eclisse totale terreni compatti,,,1
504,"[3645369, 1068995, 496066, 647006, 5243797, 4975002, 3955890, 16727679, 18914864]",brooks revel para mujer blanco antracita negro zapatillas 1202491b155,,,"[3645369, 1068995, 496066, 647006, 5243797, 4975002, 3955890, 16727679, 18914864]",buty damskie brooks womens revel bia y antracyt czarny 1202491b155,,,1
505,"[17493275, 2628556, 157064, 794586, 12257149, 1069901, 358868, 586918]",puma evospeed 5 4 fg amarillo azul blanco botas de futbol terrenos firmes,,,"[17493275, 2628556, 157064, 794586, 12257149, 1069901, 358868, 586918]",puma evospeed 5 4 fg jaune bleu atomique blanc chaussures pour homme terrain sec,,,1
506,"[17493275, 2628556, 1069901, 157064, 12257149, 794586, 586918, 358868]",puma evopower 4 3 fg bleu blanc orange chaussures pour homme terrain sec,,,"[17493275, 2628556, 1069901, 157064, 12257149, 794586, 586918, 358868]",puma evopower 4 3 fg blu bianco arancione scarpe uomo terreni compatti,,,1
507,"[64722574, 5383656, 407275, 407448, 7646030, 20646860, 862245, 68828046, 4115844]",nike air max 90 mesh bg buty obuwie sportowe dla dzieci darmowa dostawa sizeer,,,"[64722574, 5383656, 407275, 407448, 7646030, 20646860, 862245, 68828046, 4115844]",nike air max 90 mesh bg dla dzieci darmowa dostawa do domu sklep sizeer,,,1
508,"[967138, 532200, 16457556, 3874824, 483915, 165023, 60517466, 5262520, 3341498]",nike tiempo genio ii lea tf man turf soccer shoes colour light grey 819216 001 athletic footwear apparel and sports equipment,nike,,"[967138, 532200, 16457556, 3874824, 483915, 165023, 60517466, 5262520, 3341498]",nike tiempo genio ii pelle tf platino puro nero arancione hyper scarpe uomo campi sintetici,,,1
509,"[7365437, 21027936, 529207, 2466806, 321028, 10364367, 1607691, 983326, 11568127]",nike mercurial superfly v ronaldo fg alga volt hasta blanco botas de futbol,,,"[7365437, 21027936, 529207, 2466806, 321028, 10364367, 1607691, 983326, 11568127]",nike mercurial superfly v ronaldo fg algue volt hasta blanc chaussures de football homme cr7 terrain sec i pro direct soccer,,,1
510,"[885136, 1765880, 1512994, 3424373, 3422649, 3217187, 858842, 858750, 252057]",air jordan 5 retro white varsity red obsidian cheap jordans 2018,,,"[885136, 1765880, 1512994, 3424373, 3422649, 3217187, 858842, 858750, 252057]",air jordans 5 retro white varsity red obsidian for sale cheap kd 9,,,1
511,"[430080, 105674, 3227993, 2176438, 3087281, 7379998, 4161477, 3015443, 52664187]",gel excite 4 men scarpe da running per uomo asics,,,"[430080, 105674, 3227993, 2176438, 3087281, 7379998, 4161477, 3015443, 52664187]",gel excite 4 men zapatillas de running para hombre asics,,,1
512,"[3341498, 483915, 165023, 60517466, 1990127, 7034804, 5262520, 90007, 4093664]",nike tiempo legend vi sg pro nero turchese scarpe uomo terreni morbidi,,,"[3341498, 483915, 165023, 60517466, 1990127, 7034804, 5262520, 90007, 4093664]",nike tiempo legend vi sg pro zwart hyper turqouise heren voetbalschoenen zachte grond,,,1
513,"[6179438, 4273036, 3794147, 1163555, 3412968, 169372, 530144, 70275506, 2791981]",gel quantum 360 knit women easy running asics,,,"[6179438, 4273036, 3794147, 1163555, 3412968, 169372, 530144, 70275506, 2791981]",scarpa da corsa gel quantum 360 knit donna women s easy running shoes asics,,,1
514,"[12257149, 1069901, 794586, 17493275, 2628556, 157064, 586918, 358868]",puma evospeed sl cuir ii fg noir blanc rouge chaussures pour homme terrain sec,,,"[12257149, 1069901, 794586, 17493275, 2628556, 157064, 586918, 358868]",puma evospeed sl leder ii fg zwart wit rood blast heren voetbalschoenen ferme grond,,,1
515,"[13632727, 984821, 446204, 2585195, 483915, 165023, 60517466, 5262520, 1990165]",nike magista onda ii tf volt noir orange chaussures pour homme terrain synthetique,,,"[13632727, 984821, 446204, 2585195, 483915, 165023, 60517466, 5262520, 1990165]",nike magista onda ii tf volt zwart total oranje heren voetbalschoenen turf trainer,,,1
516,"[843143, 18154328, 15987830, 509913, 17182571, 910896, 897959, 3521554, 864285]",nike tiempo legend vi fg enfant noir blanc or chaussures pour terrain sec,,,"[843143, 18154328, 15987830, 509913, 17182571, 910896, 897959, 3521554, 864285]",nike tiempo legend vi fg junior nero bianco oro metallico scarpe terreni compatti,,,1
517,"[4660942, 55229798, 28551243, 25250, 56736133]",concave volt sg nero rosa scarpe uomo terreni morbidi,,,"[4660942, 55229798, 28551243, 25250, 56736133]",concave volt sg zwart roze heren voetbalschoenen zachte grond,,,1
518,"[1191288, 65389639, 407275, 785459, 120078, 20646860, 862245, 68828046, 4115844]",jordan air 1 mid czarny 469 99 pln sneakersy 554724040,nike,,"[1191288, 65389639, 407275, 785459, 120078, 20646860, 862245, 68828046, 4115844]",nike jordan air 1 mid shoe 554724 040 sneakers for men upclassics,nike jordan,,1
519,"[19593680, 1370511, 3037848, 1021652, 816916, 7264619, 976535]",baskets basses r tro en doux nubuck,,,"[307368, 2216078, 18084733, 4004584, 1089001, 3206468, 7553951, 6505579, 7655597]",low top retro trainers in soft nubuck,,,1
520,"[1688483, 2388343, 2535174, 1275866, 4037173, 1184892, 5570229, 1411913, 2319086]",air force 1 gs nike 314192 009 everysize com,nike,,"[1688483, 2388343, 2535174, 1275866, 4037173, 1184892, 5570229, 1411913, 2319086]",boy s nike air force 1 gs shoe black mr alan,,,1
521,"[5499752, 18401829, 3794612, 2635791, 2467627, 15295479, 45650, 1453412, 3087286]",free hypervenom 2,,97 30 eur,"[5499752, 18401829, 3794612, 2635791, 2467627, 15295479, 45650, 1453412, 3087286]",nike sportswear free hypervenom 2 schwarz herren trainingsschuhe,,,1
522,"[67091030, 6413943, 2667715, 2101271, 2678899, 4279276, 650043, 259823, 6838895]",5 3 4 heel black str patent platform boot wholesale knee stripper high boots,pleaser,,"[67091030, 6413943, 2667715, 2101271, 2678899, 4279276, 650043, 259823, 6838895]",5 3 4 heel black w matte platform boot wholesale knee stripper high boots,pleaser,,1
523,"[967138, 15634798, 42906243, 3276915, 50682532, 9198364, 7801018, 502005, 3835802]",nike tiempo genio ii cuir fg noir blanc or chaussures pour homme terrain sec,,,"[967138, 15634798, 42906243, 3276915, 50682532, 9198364, 7801018, 502005, 3835802]",nike tiempo genio ii piel fg negro blanco dorado metalizado botas de futbol terrenos firmes,,,1
524,"[17493275, 2628556, 157064, 12257149, 794586, 1069901, 586918, 358868]",puma classico sg junior zwart wit goud voetbalschoenen zachte grond kinderen 10335201,,,"[17493275, 2628556, 157064, 12257149, 794586, 1069901, 586918, 358868]",puma classico sg kids black white gold,,,1
525,"[13632727, 984821, 446204, 2585195, 483915, 165023, 60517466, 3341498, 5262520]",nike junior magista onda ic bianco nero rosa blast volt scarpe campi coperti,,,"[13632727, 984821, 446204, 2585195, 483915, 165023, 60517466, 3341498, 5262520]",nike youths magista onda ic white black pink blast volt soccer cleats indoor,,,1
526,"[22132443, 32859429, 796293, 724698, 663601, 2702745, 444309, 264048, 55081]",nike sportswear air max 1 ultra se pure platinum chaussures homme,,,"[22132443, 32859429, 796293, 724698, 663601, 2702745, 444309, 264048, 55081]",nike sportswear air max 1 ultra se puro platino scarpe uomo,,,1
